goodreads_book_id,tag_id,count
599,30574,12293
599,8717,1358
599,21689,1229
599,21773,544
599,10891,473
599,11557,470
599,15048,333
599,23970,231
599,20673,162
599,22743,138
599,5207,131
599,8683,111
599,19733,71
599,28052,67
599,7725,58
599,30521,48
599,11743,45
599,12680,45
599,15067,42
599,18045,38
599,8055,38
599,1642,38
599,4949,38
599,19742,38
599,1416,36
599,22753,29
599,23471,29
599,10886,29
599,20849,27
599,8680,27
599,28014,25
599,9221,23
599,17213,23
599,31505,23
599,23969,23
599,16651,22
599,7275,22
599,27669,19
599,3389,18
599,22689,18
599,14552,18
599,617,18
599,23985,18
599,2277,17
599,5051,17
599,17366,17
599,4605,16
599,5481,16
599,28422,16
599,15169,15
599,11590,14
599,3392,14
599,5090,14
599,9484,14
599,8346,14
599,15060,14
599,25146,14
599,21685,14
599,8573,14
599,21766,13
599,3371,12
599,20781,12
599,27556,12
599,21274,12
599,21739,12
599,24526,12
599,9477,12
599,10693,12
599,28009,12
599,23992,12
599,25147,11
599,7654,11
599,21374,11
599,28046,11
599,21713,11
599,20774,10
599,615,10
599,27535,10
599,10197,10
599,22545,10
599,14764,10
599,603,10
599,30755,10
599,25145,10
599,25144,10
599,27368,10
599,28031,10
599,29506,10
599,11497,9
599,2271,9
599,32586,9
599,14370,9
599,23040,9
599,21501,9
599,17886,9
599,25150,8
599,5444,8
599,25149,8
599,30756,8
599,26816,8
703,30574,7445
703,8717,633
703,11743,431
703,14487,371
703,2173,203
703,240,159
703,18367,101
703,236,98
703,4949,93
703,14552,91
703,5207,86
703,2277,86
703,16383,84
703,22034,83
703,22743,74
703,251,72
703,26837,70
703,2186,66
703,11557,65
703,18326,62
703,32130,61
703,23931,51
703,32917,51
703,21989,49
703,14467,49
703,32812,46
703,8055,42
703,248,41
703,9221,40
703,2313,40
703,23444,39
703,22753,38
703,8067,38
703,26771,38
703,261,35
703,3389,34
703,31656,34
703,254,33
703,10059,33
703,10064,33
703,30672,31
703,2271,29
703,3392,28
703,18045,28
703,5051,27
703,1416,26
703,20288,25
703,20849,24
703,2312,24
703,603,24
703,2166,23
703,26287,23
703,7457,22
703,12948,22
703,20774,21
703,1642,21
703,32586,21
703,11305,20
703,3371,20
703,16680,20
703,941,19
703,10644,18
703,17213,18
703,30521,18
703,1659,18
703,28300,18
703,14730,18
703,272,17
703,617,17
703,615,16
703,10197,16
703,2335,16
703,31557,15
703,267,14
703,32906,14
703,31528,14
703,22689,13
703,18318,13
703,923,13
703,4985,13
703,2734,13
703,25153,12
703,3379,12
703,275,12
703,9477,12
703,11834,12
703,32808,12
703,11740,12
703,5444,11
703,25148,11
703,18292,11
703,21689,11
703,7654,11
703,11798,11
703,21412,11
703,9886,10
703,20279,10
703,26735,10
703,23909,10
703,11424,10
706,30574,36492
706,15048,1583
706,21689,874
706,23931,559
706,21773,401
706,7725,376
706,14552,336
706,8717,308
706,22743,200
706,11557,191
706,26636,158
706,15067,148
706,12680,145
706,11743,141
706,5207,134
706,23909,123
706,3389,73
706,3392,65
706,9221,59
706,2305,45
706,3371,43
706,18045,39
706,22753,35
706,1642,35
706,2271,31
706,25562,31
706,2277,29
706,23970,29
706,12663,26
706,20849,25
706,21685,24
706,10891,22
706,15060,21
706,20774,20
706,14467,20
706,3379,19
706,28014,19
706,22689,17
706,611,17
706,23923,17
706,8683,16
706,30521,15
706,22545,15
706,3377,15
706,20159,15
706,13458,15
706,23034,15
706,615,14
706,16773,14
706,31656,14
706,8706,14
706,23922,14
706,16590,14
706,14764,13
706,3358,13
706,30756,13
706,14408,13
706,15057,13
706,7612,13
706,15169,12
706,14487,12
706,5481,11
706,12692,11
706,2104,10
706,5090,10
706,14064,10
706,941,10
706,30755,10
706,31528,10
706,13962,10
706,23939,10
706,2335,9
706,1078,9
706,28052,9
706,31557,9
706,30766,9
706,10693,9
706,27535,8
706,603,8
706,1416,8
706,23349,8
706,14752,8
706,10304,8
706,1669,8
706,23549,8
706,31340,8
706,18520,8
706,15050,8
706,5444,7
706,18367,7
706,15285,7
706,4605,7
706,21739,7
706,23040,7
706,21803,7
706,28046,7
706,28031,7
706,16651,7
706,7614,7
706,7721,7
1097,30574,90506
1097,21689,3640
1097,21773,1548
1097,8717,1507
1097,12175,1229
1097,14134,416
1097,11557,302
1097,28052,273
1097,23931,231
1097,5207,205
1097,22743,192
1097,14552,169
1097,26816,135
1097,26735,102
1097,10245,97
1097,8683,97
1097,22098,94
1097,5951,88
1097,1642,73
1097,9221,69
1097,4949,64
1097,16651,64
1097,22753,62
1097,18045,62
1097,28046,55
1097,17213,53
1097,23909,50
1097,28031,50
1097,12255,46
1097,12186,45
1097,25114,44
1097,30521,43
1097,28024,43
1097,8209,43
1097,22689,38
1097,8706,38
1097,12200,37
1097,28014,37
1097,10708,37
1097,26740,36
1097,14370,36
1097,21685,36
1097,20849,34
1097,12315,34
1097,12239,34
1097,3389,33
1097,2271,33
1097,12252,33
1097,30755,32
1097,1416,32
1097,12243,32
1097,8705,31
1097,2277,30
1097,32586,30
1097,21766,30
1097,1668,30
1097,8680,30
1097,12208,29
1097,12213,29
1097,1669,28
1097,12238,28
1097,30756,27
1097,21739,27
1097,20774,26
1097,23970,26
1097,12182,25
1097,3392,24
1097,10197,24
1097,24526,24
1097,9477,24
1097,15169,22
1097,603,22
1097,25562,21
1097,31505,21
1097,7668,21
1097,11743,20
1097,9484,20
1097,11978,20
1097,21374,20
1097,9493,20
1097,28032,19
1097,12955,19
1097,8055,18
1097,22733,18
1097,30339,18
1097,15569,18
1097,8664,18
1097,11432,18
1097,14143,18
1097,12229,18
1097,12954,17
1097,10316,17
1097,14151,17
1097,8039,17
1097,14160,17
1097,29089,17
1097,22545,16
1097,14764,16
1097,12230,16
1097,12193,16
1823,30574,6698
1823,21689,637
1823,8717,342
1823,21773,218
1823,23931,113
1823,15048,73
1823,11557,53
1823,16651,50
1823,17213,46
1823,15067,43
1823,28052,41
1823,3389,39
1823,22743,37
1823,25647,33
1823,24526,32
1823,3392,31
1823,5207,28
1823,10891,28
1823,14552,24
1823,8020,22
1823,3358,21
1823,25151,17
1823,3371,15
1823,8683,15
1823,28046,14
1823,31155,13
1823,4605,13
1823,9221,12
1823,25152,12
1823,30755,12
1823,19733,12
1823,18045,11
1823,5751,10
1823,30521,10
1823,12680,10
1823,11590,9
1823,25150,9
1823,10197,9
1823,10210,9
1823,25149,9
1823,4949,9
1823,28031,9
1823,27870,9
1823,22753,8
1823,941,8
1823,32586,8
1823,21685,8
1823,8706,8
1823,29553,8
1823,25153,7
1823,25000,7
1823,23909,7
1823,5481,7
1823,7725,7
1823,16589,7
1823,8055,6
1823,22545,6
1823,8517,6
1823,30756,6
1823,21766,6
1823,22556,6
1823,28032,6
1823,13361,6
1823,11123,6
1823,2271,5
1823,1642,5
1823,24995,5
1823,23471,5
1823,25822,5
1823,19742,5
1823,722,5
1823,617,5
1823,31548,5
1823,28014,5
1823,21710,5
1823,8023,5
1823,11743,4
1823,20774,4
1823,15169,4
1823,10644,4
1823,5090,4
1823,22689,4
1823,25147,4
1823,603,4
1823,3379,4
1823,24997,4
1823,3377,4
1823,24996,4
1823,24999,4
1823,24993,4
1823,783,4
1823,25148,4
1823,27669,4
1823,30551,4
1823,28024,4
1823,31557,4
1823,855,4
1823,23923,4
1823,23939,4
1823,21723,4
1824,30574,7318
1824,21689,586
1824,21773,184
1824,14552,146
1824,8717,103
1824,23931,70
1824,20047,56
1824,24526,53
1824,15048,52
1824,32130,48
1824,22743,43
1824,16651,43
1824,15067,41
1824,17213,39
1824,11743,35
1824,5207,34
1824,11557,28
1824,3389,23
1824,3392,23
1824,22973,23
1824,9221,21
1824,3371,19
1824,26816,18
1824,8020,18
1824,18045,17
1824,1416,16
1824,23909,15
1824,30521,14
1824,3358,14
1824,14467,12
1824,7725,12
1824,10866,12
1824,27870,12
1824,10197,11
1824,4605,11
1824,20849,10
1824,13458,10
1824,25151,9
1824,2305,9
1824,12680,9
1824,20774,8
1824,25152,8
1824,4949,8
1824,20054,8
1824,24517,8
1824,32165,8
1824,22753,7
1824,10644,7
1824,21989,7
1824,2277,7
1824,10210,7
1824,28052,7
1824,20570,7
1824,14064,6
1824,31656,6
1824,2271,6
1824,603,6
1824,5481,6
1824,25146,6
1824,21685,6
1824,8705,6
1824,11123,6
1824,22689,5
1824,8055,5
1824,941,5
1824,32586,5
1824,10093,5
1824,3379,5
1824,2580,5
1824,12954,5
1824,19733,5
1824,22344,5
1824,9638,5
1824,10891,5
1824,20547,5
1824,15060,5
1824,28031,5
1824,15670,5
1824,24991,5
1824,5751,4
1824,29011,4
1824,25150,4
1824,18990,4
1824,1642,4
1824,3377,4
1824,24993,4
1824,18051,4
1824,30756,4
1824,25822,4
1824,31557,4
1824,15362,4
1824,28466,4
1824,21803,4
1824,28046,4
1824,31548,4
1824,15795,4
1824,21122,4
1824,16589,4
1824,22999,4
1824,24523,4
1869,30574,4248
1869,11557,327
1869,21689,312
1869,21773,216
1869,28052,144
1869,24099,144
1869,8717,111
1869,28024,107
1869,1642,103
1869,23931,94
1869,23909,88
1869,28031,87
1869,19742,73
1869,28014,73
1869,18045,72
1869,19733,71
1869,8683,68
1869,4605,67
1869,5951,64
1869,25114,63
1869,8706,60
1869,11665,57
1869,21685,53
1869,28046,52
1869,5207,51
1869,14552,51
1869,5051,51
1869,10245,51
1869,26256,50
1869,22753,49
1869,7391,45
1869,9221,44
1869,4985,44
1869,12315,43
1869,26740,42
1869,3885,41
1869,7668,40
1869,8705,40
1869,3389,38
1869,30755,35
1869,17540,35
1869,28032,34
1869,3392,33
1869,28025,32
1869,3371,31
1869,30756,31
1869,11937,31
1869,8680,30
1869,1669,29
1869,26246,28
1869,4615,28
1869,32686,28
1869,11673,28
1869,22743,27
1869,22689,27
1869,30521,27
1869,11643,27
1869,1668,27
1869,20849,26
1869,21766,25
1869,32766,25
1869,14370,24
1869,2305,24
1869,4949,23
1869,12954,23
1869,21739,23
1869,10891,23
1869,28009,23
1869,28038,23
1869,8055,22
1869,14764,22
1869,2705,22
1869,12955,22
1869,10256,22
1869,603,21
1869,31528,21
1869,32688,21
1869,31656,20
1869,19738,20
1869,24526,19
1869,4959,19
1869,4968,19
1869,21501,19
1869,17213,18
1869,30339,18
1869,21803,18
1869,11644,18
1869,26735,17
1869,25506,17
1869,28964,17
1869,10197,16
1869,8664,16
1869,11505,15
1869,26251,15
1869,13207,15
1869,611,15
1869,25148,15
1869,1511,15
1869,10304,15
1869,7398,15
2152,30574,30170
2152,11743,1165
2152,6750,601
2152,8717,587
2152,5207,249
2152,26138,242
2152,4949,215
2152,8055,189
2152,16157,188
2152,22743,175
2152,5105,149
2152,8067,132
2152,1659,104
2152,11557,97
2152,3445,94
2152,12948,88
2152,18045,69
2152,1642,63
2152,20288,60
2152,6766,60
2152,22034,56
2152,22753,52
2152,6729,44
2152,9221,39
2152,3371,38
2152,21989,38
2152,18367,38
2152,5051,38
2152,3392,34
2152,615,34
2152,1416,34
2152,20774,33
2152,15169,33
2152,20849,33
2152,32686,33
2152,30521,30
2152,3389,29
2152,3448,29
2152,9484,28
2152,9886,27
2152,22689,26
2152,9477,25
2152,25630,25
2152,2277,24
2152,18326,23
2152,5481,23
2152,20547,23
2152,12600,22
2152,25438,22
2152,4985,22
2152,32708,22
2152,7457,21
2152,5090,21
2152,611,21
2152,941,21
2152,32586,21
2152,5036,21
2152,20570,20
2152,16869,20
2152,4959,19
2152,12135,19
2152,10644,18
2152,14064,18
2152,11643,18
2152,14764,17
2152,25145,17
2152,25144,17
2152,3453,17
2152,25151,16
2152,3379,16
2152,8076,16
2152,12869,16
2152,617,16
2152,23993,16
2152,31505,15
2152,9638,15
2152,4076,15
2152,26657,15
2152,603,14
2152,15048,14
2152,6131,14
2152,16161,14
2152,25152,13
2152,25150,13
2152,25147,13
2152,4968,13
2152,24990,13
2152,32724,13
2152,24989,13
2152,17213,12
2152,10197,12
2152,18318,12
2152,20279,12
2152,8346,12
2152,30766,12
2152,16156,12
2152,3452,12
2152,24999,11
2152,19524,11
2152,19699,11
2187,30574,299006
2187,8717,7904
2187,11743,6142
2187,11557,4701
2187,4949,1202
2187,14487,851
2187,5207,845
2187,8055,759
2187,22743,711
2187,24609,603
2187,18001,503
2187,8067,443
2187,18326,421
2187,22034,420
2187,18367,405
2187,11590,359
2187,240,351
2187,24624,342
2187,7457,316
2187,1659,309
2187,1642,303
2187,5051,298
2187,18011,266
2187,24728,255
2187,7852,250
2187,22753,248
2187,12923,240
2187,18045,235
2187,12948,235
2187,30521,232
2187,2277,224
2187,3389,222
2187,236,206
2187,21989,203
2187,14467,191
2187,1416,168
2187,13270,168
2187,3392,165
2187,17213,158
2187,26256,157
2187,18318,156
2187,3371,154
2187,24632,153
2187,2104,151
2187,251,138
2187,11221,134
2187,4959,122
2187,20849,120
2187,24639,117
2187,2313,114
2187,32586,114
2187,4985,112
2187,9484,111
2187,9477,111
2187,11505,108
2187,22456,106
2187,15169,105
2187,22689,104
2187,20288,104
2187,9886,102
2187,30672,102
2187,31656,99
2187,31505,98
2187,22449,98
2187,9221,95
2187,10197,95
2187,27387,95
2187,20774,94
2187,26251,92
2187,25438,91
2187,18015,91
2187,24642,91
2187,27535,90
2187,9366,89
2187,11497,84
2187,14552,78
2187,4968,78
2187,25506,77
2187,19935,75
2187,10644,74
2187,26246,74
2187,941,74
2187,3358,72
2187,254,69
2187,8346,68
2187,24615,68
2187,603,67
2187,3379,67
2187,11491,65
2187,2312,64
2187,3677,63
2187,13643,63
2187,5481,62
2187,9638,62
2187,14298,61
2187,2271,60
2187,11978,60
2187,25150,59
2187,248,59
2187,20824,58
3110,30574,7265
3110,21773,731
3110,21689,484
3110,14552,436
3110,11557,394
3110,31155,313
3110,10891,181
3110,15048,158
3110,8717,155
3110,19733,140
3110,4949,127
3110,2305,124
3110,23931,108
3110,3371,91
3110,3389,86
3110,3392,68
3110,4605,59
3110,5207,54
3110,1642,44
3110,18045,41
3110,3379,41
3110,11743,40
3110,24246,38
3110,14467,36
3110,7725,36
3110,3377,35
3110,2277,32
3110,19742,32
3110,5051,32
3110,22743,29
3110,17213,29
3110,15067,28
3110,12680,26
3110,23909,24
3110,21685,24
3110,2271,20
3110,11643,20
3110,9484,20
3110,9477,20
3110,617,20
3110,31254,20
3110,30755,19
3110,31505,19
3110,25147,17
3110,3358,17
3110,1416,17
3110,25151,16
3110,10197,16
3110,18284,16
3110,30756,16
3110,21374,16
3110,1669,16
3110,31528,16
3110,20849,15
3110,4615,15
3110,31647,15
3110,7343,15
3110,22753,14
3110,30521,14
3110,2335,14
3110,32586,14
3110,10886,14
3110,25152,13
3110,22689,13
3110,19738,13
3110,9147,13
3110,14557,13
3110,15060,13
3110,25146,13
3110,26613,13
3110,8517,12
3110,24997,12
3110,21739,12
3110,25145,12
3110,1668,12
3110,32688,12
3110,25148,11
3110,27669,11
3110,4985,11
3110,14520,11
3110,25144,11
3110,18217,11
3110,21766,10
3110,5481,10
3110,11644,10
3110,21123,10
3110,2104,9
3110,9221,9
3110,11503,9
3110,19524,9
3110,31186,9
3110,25822,9
3110,22064,9
3110,12955,9
3110,20774,8
3110,31656,8
3110,603,8
3110,12868,8
3110,14572,8
3110,15392,8
3300,30574,1733
3300,8717,550
3300,14487,381
3300,11743,258
3300,11557,132
3300,6999,65
3300,14467,61
3300,17639,57
3300,5207,52
3300,15844,51
3300,4949,42
3300,22743,38
3300,28261,34
3300,28189,33
3300,14552,32
3300,22034,30
3300,26138,28
3300,9221,27
3300,17640,26
3300,22753,22
3300,18367,22
3300,18919,22
3300,3371,19
3300,30521,18
3300,2116,18
3300,17645,17
3300,3389,15
3300,18326,15
3300,1659,15
3300,1416,14
3300,350,14
3300,18045,13
3300,33777,13
3300,32686,13
3300,5051,13
3300,21989,12
3300,1642,12
3300,23378,12
3300,28259,12
3300,3392,11
3300,20849,11
3300,22689,11
3300,17213,11
3300,14764,11
3300,7693,11
3300,1691,10
3300,8067,10
3300,11590,9
3300,14539,9
3300,10862,9
3300,12948,8
3300,4605,8
3300,10859,8
3300,28190,8
3300,18318,7
3300,3377,7
3300,8346,7
3300,11780,7
3300,17644,7
3300,7457,6
3300,15169,6
3300,25151,6
3300,10197,6
3300,22352,6
3300,26126,6
3300,603,6
3300,11503,6
3300,19524,6
3300,31505,6
3300,25822,6
3300,21374,6
3300,334,6
3300,17653,6
3300,18353,6
3300,10573,6
3300,17638,6
3300,22015,6
3300,33417,6
3300,8004,6
3300,27535,5
3300,25147,5
3300,941,5
3300,10093,5
3300,21689,5
3300,11665,5
3300,4985,5
3300,14461,5
3300,22816,5
3300,22733,5
3300,20622,5
3300,32724,5
3300,17878,5
3300,10572,5
3300,32130,4
3300,10729,4
3300,11644,4
3300,17662,4
3300,19853,4
3300,28263,4
3300,15843,4
3379,11743,387
3379,30574,143
3379,8717,128
3379,11557,62
3379,6184,54
3379,8055,53
3379,22743,47
3379,22034,29
3379,5207,27
3379,15048,27
3379,9221,25
3379,9802,25
3379,8067,19
3379,12948,17
3379,21989,16
3379,15067,16
3379,18045,14
3379,18326,14
3379,6216,14
3379,11590,13
3379,30521,12
3379,6178,11
3379,18367,10
3379,1659,10
3379,6190,10
3379,22753,8
3379,18318,8
3379,12680,8
3379,6189,8
3379,6195,8
3379,15169,7
3379,20849,7
3379,1642,7
3379,11221,7
3379,18292,7
3379,5481,7
3379,6185,7
3379,6186,7
3379,20774,6
3379,10644,6
3379,22689,6
3379,611,6
3379,15060,6
3379,8381,6
3379,10197,5
3379,20279,5
3379,11503,5
3379,4949,5
3379,11978,5
3379,7725,5
3379,617,5
3379,605,5
3379,6163,5
3379,5090,4
3379,22545,4
3379,31656,4
3379,21111,4
3379,941,4
3379,32586,4
3379,12940,4
3379,31505,4
3379,10054,4
3379,8069,4
3379,24960,3
3379,615,3
3379,25151,3
3379,2277,3
3379,2313,3
3379,26126,3
3379,25147,3
3379,20288,3
3379,24080,3
3379,25438,3
3379,25148,3
3379,25822,3
3379,25106,3
3379,24992,3
3379,7654,3
3379,8943,3
3379,25145,3
3379,8656,3
3379,11798,3
3379,11219,3
3379,3297,3
3379,11776,3
3379,27510,3
3379,22664,3
3379,8944,3
3379,603,2
3379,8517,2
3379,29316,2
3379,25171,2
3379,14752,2
3379,25630,2
3379,30860,2
3379,32302,2
3379,18425,2
3379,22936,2
3379,22801,2
3379,627,2
3483,30574,1710
3483,11743,1153
3483,11557,513
3483,20939,418
3483,5207,127
3483,8055,126
3483,22743,125
3483,4949,119
3483,22034,91
3483,8067,84
3483,33114,79
3483,1416,75
3483,18326,71
3483,18367,63
3483,7852,60
3483,1659,54
3483,8717,52
3483,18045,52
3483,5051,50
3483,21989,49
3483,1642,47
3483,2277,43
3483,12948,43
3483,32989,41
3483,3389,41
3483,31505,41
3483,20994,40
3483,22753,38
3483,30521,38
3483,18318,37
3483,11590,34
3483,9477,34
3483,3392,33
3483,9484,31
3483,17213,29
3483,8517,28
3483,3371,27
3483,30672,27
3483,20926,27
3483,25506,25
3483,9221,23
3483,5105,23
3483,9638,23
3483,32586,22
3483,22689,21
3483,25151,21
3483,617,21
3483,20288,20
3483,30358,20
3483,1510,20
3483,20849,19
3483,31656,19
3483,603,19
3483,8346,19
3483,11643,18
3483,19524,18
3483,25145,18
3483,20774,17
3483,10644,17
3483,2104,16
3483,941,16
3483,18292,16
3483,4985,16
3483,12869,16
3483,27535,15
3483,20989,15
3483,5481,15
3483,21374,15
3483,15169,14
3483,26126,14
3483,26735,14
3483,11644,14
3483,8344,14
3483,25150,13
3483,10197,13
3483,14764,13
3483,3379,13
3483,28881,13
3483,4959,13
3483,25144,13
3483,11491,12
3483,22352,12
3483,25149,12
3483,32724,12
3483,2313,11
3483,20279,11
3483,29076,11
3483,3377,11
3483,22330,11
3483,29316,11
3483,1128,10
3483,20824,10
3483,25147,10
3483,2271,10
3483,2312,10
3483,8533,10
3483,12868,10
3483,4514,10
3483,25152,9
3483,24996,9
3648,30574,11584
3648,8717,567
3648,11743,519
3648,4949,74
3648,5207,60
3648,22743,56
3648,8067,51
3648,22034,48
3648,1416,41
3648,8055,40
3648,18326,40
3648,21437,35
3648,11557,33
3648,5051,28
3648,5413,27
3648,1195,26
3648,22111,25
3648,18367,24
3648,9221,23
3648,2277,23
3648,1248,21
3648,18045,20
3648,1659,20
3648,21989,19
3648,9477,19
3648,22753,17
3648,31505,16
3648,4985,16
3648,8346,16
3648,12948,15
3648,9484,15
3648,21438,15
3648,22689,14
3648,30521,14
3648,919,14
3648,32586,13
3648,1642,12
3648,12869,12
3648,15169,11
3648,3371,11
3648,30672,11
3648,3392,10
3648,12600,10
3648,18318,10
3648,22733,10
3648,8344,10
3648,14064,8
3648,14764,8
3648,20288,8
3648,14487,8
